Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-03 00:00:00-04:00,886.9269837133055,887.1347213189654,864.9288934051617,869.0139770507812,1784200,0.0,0.0
2024-09-04 00:00:00-04:00,867.9061912784983,882.0605423019198,867.0555597887882,880.3394775390625,1425200,0.0,0.0
2024-09-05 00:00:00-04:00,878.9646457261388,878.9646457261388,859.2514255385054,876.3434448242188,1998800,0.0,0.0
2024-09-06 00:00:00-04:00,881.566026651754,883.4849282351595,861.5263792836369,867.1445922851562,2074600,0.0,0.0
2024-09-09 00:00:00-04:00,875.1169369909815,889.0537108228187,872.1100238988037,886.7391357421875,1954000,0.0,0.0
2024-09-10 00:00:00-04:00,882.8913676140136,890.8934010778507,877.8666650919258,884.56298828125,1360800,0.0,0.0
2024-09-11 00:00:00-04:00,885.2653992088207,892.1892626663198,868.3217113752653,890.606689453125,1796100,0.0,0.0
2024-09-12 00:00:00-04:00,890.6263774734633,905.7402103499622,886.7589319660041,905.0775146484375,1867300,0.0,0.0
2024-09-13 00:00:00-04:00,903.6927089210046,913.7817784711906,899.4691331882485,906.0369262695312,1327500,0.0,0.0
2024-09-16 00:00:00-04:00,911.9716163361535,912.5947687995788,895.5026904392673,897.9953002929688,1661000,0.0,0.0
2024-09-17 00:00:00-04:00,898.5492088033094,898.7173428484889,885.7104085935939,887.5106201171875,1387000,0.0,0.0
2024-09-18 00:00:00-04:00,890.1515946259967,895.136754154131,881.2593861219948,882.8123168945312,1338200,0.0,0.0
2024-09-19 00:00:00-04:00,894.4246655440141,895.2851980051555,885.7599355767868,890.9429321289062,1747500,0.0,0.0
2024-09-20 00:00:00-04:00,891.7638599897846,897.9359794397428,885.9577113143641,897.114990234375,4658200,0.0,0.0
2024-09-23 00:00:00-04:00,897.1150429272867,909.4988861223954,890.9825266849447,907.105224609375,1697600,0.0,0.0
2024-09-24 00:00:00-04:00,902.0903441659761,902.8420875281114,887.7678582012354,891.7341918945312,2432600,0.0,0.0
2024-09-25 00:00:00-04:00,893.1783969862572,900.4583304504332,891.3287411267427,898.5394287109375,1728100,0.0,0.0
2024-09-26 00:00:00-04:00,895.4533164115966,899.350464650191,888.361319214992,891.6353149414062,2738600,0.0,0.0
2024-09-27 00:00:00-04:00,883.5442821686108,883.771761207136,864.4937578902492,875.9873657226562,3459100,0.0,0.0
2024-09-30 00:00:00-04:00,881.6749098317867,900.1022833861995,871.8232191502872,876.877685546875,2142900,0.0,0.0
2024-10-01 00:00:00-04:00,875.6213703637023,877.3424351854396,863.2573295508853,867.8369750976562,1836700,0.0,0.0
2024-10-02 00:00:00-04:00,865.1366842230101,871.645071811862,857.728100287597,868.9744873046875,1317100,0.0,0.0
2024-10-03 00:00:00-04:00,864.9289665276401,871.5956477997095,863.1781989968508,866.1455688476562,1451900,0.0,0.0
2024-10-04 00:00:00-04:00,868.4403323464741,874.6717968888477,866.1455591097622,873.504638671875,1516400,0.0,0.0
2024-10-07 00:00:00-04:00,872.0111454125871,878.0547351310028,862.842012756097,864.0883178710938,1963200,0.0,0.0
2024-10-08 00:00:00-04:00,867.1643654091578,881.615441603546,867.1643654091578,880.735107421875,1697900,0.0,0.0
2024-10-09 00:00:00-04:00,882.5353107117269,900.1021491277363,878.2128469791354,899.2119140625,1956500,0.0,0.0
2024-10-10 00:00:00-04:00,900.1021601048109,900.1021601048109,882.1397083961978,883.9102172851562,1765800,0.0,0.0
2024-10-11 00:00:00-04:00,884.7707658410744,884.7707658410744,875.8686564027629,879.3602905273438,1527300,0.0,0.0
2024-10-14 00:00:00-04:00,882.7431416749106,885.4335281961709,876.6204657520436,880.0823974609375,1431500,0.0,0.0
2024-10-15 00:00:00-04:00,882.3870279824589,890.853920984154,879.8746161721631,884.8795776367188,1613900,0.0,0.0
2024-10-16 00:00:00-04:00,880.240623026309,881.6353207391952,869.9339747602868,877.728271484375,1475500,0.0,0.0
2024-10-17 00:00:00-04:00,881.862772153559,885.5917863354483,873.1980423348587,875.6609497070312,1321500,0.0,0.0
2024-10-18 00:00:00-04:00,876.125743464859,880.9229666620772,874.1375962456751,879.8843994140625,1654000,0.0,0.0
2024-10-21 00:00:00-04:00,879.3305423557558,881.7044622316665,874.0882013653508,877.1248168945312,1184900,0.0,0.0
2024-10-22 00:00:00-04:00,881.2890803468713,885.1565863536041,874.6916446763993,883.7717895507812,1189700,0.0,0.0
2024-10-23 00:00:00-04:00,886.274373178825,895.8292787132713,885.2555470928618,889.3900756835938,2193500,0.0,0.0
2024-10-24 00:00:00-04:00,891.6945861647313,893.6728326121295,878.5986043423618,883.7024536132812,1649600,0.0,0.0
2024-10-25 00:00:00-04:00,885.9082975175693,891.813334571853,880.319726788875,881.5264282226562,1425800,0.0,0.0
2024-10-28 00:00:00-04:00,886.2444843662443,886.2444843662443,880.3196460706358,881.2692260742188,912500,0.0,0.0
2024-10-29 00:00:00-04:00,880.3198003033763,881.4770577436315,864.5828740321114,877.342529296875,1361700,0.0,0.0
2024-10-30 00:00:00-04:00,876.7390680811304,876.9270039128212,867.827057970568,869.5283813476562,1412200,0.0,0.0
